1,25,45
2,25,45
3,25,45
4,25,45
5,25,45
6,25,45
7,25,45
8,25,45
9,25,45
10,25,45
11,25,45
12,25,45
13,25,45
14,25,45
15,25,45
16,25,45
17,25,45
18,25,45
19,25,45
20,25,45
21,25,45
22,25,45
23,25,45
24,25,45
25,25,45
26,25,45
27,25,45
28,25,45
29,25,45
30,25,45
31,25,45
32,25,45
33,25,45
34,25,45
35,25,45
36,25,45
37,25,45
38,25,45
39,25,45
40,25,45
41,25,45
42,25,45
43,25,45
44,25,45
45,25,45
46,25,45
47,25,45
48,25,45
49,25,45
50,25,45
51,25,45
52,25,45
53,25,45
54,25,45
55,25,45
56,25,45
57,25,45
58,25,45
59,25,45
60,25,45
61,25,45
62,25,45
63,25,45
64,25,45
65,25,45
66,25,45
67,25,45
68,25,45
69,25,45
70,25,45
71,25,45
72,25,45
73,25,45
74,25,45
75,25,45
76,25,45
77,25,45
78,25,45
79,25,45
80,25,45
81,25,45
82,25,45
83,25,45
84,25,45
85,25,45
86,25,45
87,25,45
88,25,45
89,25,45
90,25,45
91,25,45
92,25,45
93,25,45
94,25,45
95,25,45
96,25,45
97,25,45
98,25,45
99,25,45
100,25,45
101,25,45
102,25,45
103,25,45
104,25,45
105,25,45
106,25,45
107,25,45
108,25,45
109,25,45
110,25,45
111,25,45
112,25,45
113,25,45
114,25,45
115,25,45
116,25,45
117,25,45
118,25,45
119,25,45
120,25,45
121,25,45
122,25,45
123,25,45
124,25,45
125,25,45
126,25,45
127,25,45
128,25,45
129,25,45
130,25,45
131,25,45
132,25,45
133,25,45
134,25,45
135,25,45
136,25,45
137,25,45
138,25,45
139,25,45
140,25,45
141,25,45
142,25,45
143,25,45
144,25,45
145,25,45
146,25,45
147,25,45
148,25,45
149,25,45
